name,type,price,safeguard_time,area
滇池俊府,4室2厅,4000,2021/6/10,官渡
华龙人家,1室0厅,1100,2021/6/14,五华
瑞鼎城,2室2厅,2300,2021/5/29,盘龙
建工新城锦绣园,4室2厅,4000,2021/6/8,呈贡
新亚洲体育城水木清华,3室2厅,2300,2021/6/8,官渡
时光俊园,2室1厅,2700,2021/6/8,盘龙
海伦国际依云郡,3室2厅,2500,2021/5/28,官渡
凤凰御景,3室2厅,2400,2021/6/7,西山
南亚风情第壹城星光苑,2室1厅,2700,2021/6/11,西山
顺城新月花园,3室2厅,4500,2021/5/28,五华
奥宸橙郡二期,2室1厅,2000,2021/6/13,官渡
天怡峰景,3室2厅,2500,2021/6/7,盘龙
江岸小区江岸里,2室2厅,1300,2021/6/11,五华
月牙塘小区一组团,3室2厅,2900,2021/6/13,五华
美璟欣城,1居室,846,2021/5/29,五华
万科500里,3室2厅,3500,2021/6/15,官渡
昆明新城吾悦广场,1室1厅,1800,2021/6/4,五华
江东境界,2室2厅,2000,2021/5/29,盘龙
天骄北麓,1室0厅,850,2021/6/6,五华
东风巷53号,3室1厅,1800,2021/6/7,盘龙
彼岸二期,2室2厅,1970,2021/6/11,官渡
鼎易天景,3室2厅,2300,2021/6/13,五华
万科魅力之城,1室1厅,250,2021/6/1,官渡
保利星座,1室1厅,1700,2021/6/7,五华
银海领域,1室1厅,1600,2021/6/13,官渡
凤凰御景,3室2厅,2300,2021/6/7,西山
金星小区,2室2厅,1700,2021/6/1,盘龙
俊发盛唐城,1室1厅,1700,2021/6/13,盘龙
保利星座,1室1厅,1700,2021/6/7,五华
海伦国际米兰区,3室2厅,3000,2021/5/28,官渡
花香满径,3室2厅,1800,2021/6/1,呈贡
滨江俊园,3室2厅,2400,2021/5/28,盘龙
蓝天小区南院,3室2厅,2700,2021/6/8,官渡
建工新城锦绣园,2室2厅,1600,2021/6/8,呈贡
果香苑南苑,3室2厅,2100,2021/6/13,呈贡
保利星座,1室1厅,1500,2021/6/12,五华
七彩云南第壹城,1室1厅,2500,2021/6/13,呈贡
百大·白龙潭晴岚院,3室2厅,2400,2021/6/8,呈贡
万科魅力之城,2室2厅,1500,2021/6/1,官渡
建工新城锦绣园,4室2厅,3000,2021/5/28,呈贡
昆明恒大名都,1室0厅,350,2021/6/11,五华
时光俊园,2室2厅,2500,2021/6/10,盘龙
万科金域缇香,1室1厅,1600,2021/5/29,盘龙
福源小区,2室1厅,2000,2021/6/12,西山
北大资源博泰城,1室0厅,1800,2021/6/3,西山
万科金域缇香,3室2厅,2800,2021/6/8,盘龙
昆明恒大名都,2室2厅,2000,2021/5/29,五华
领秀知识城,3室2厅,1800,2021/5/29,官渡
蓝山数码,2室2厅,2050,2021/6/12,西山
世纪城玉春苑,3室2厅,2700,2021/6/13,官渡
金尚俊园,2室2厅,2800,2021/6/8,盘龙
万科金域缇香,1室1厅,1600,2021/5/29,盘龙
新迎新城,2居室,1100,2021/6/3,盘龙
广基馨悦尚居,4室2厅,3000,2021/6/4,五华
建工新城商业中心,2室2厅,1500,2021/6/8,呈贡
中豪悦城花园,3室2厅,2300,2021/6/4,官渡
筑友双河湾金榜苑,3室2厅,1500,2021/6/15,西山
南亚风情第壹城星光苑,2室2厅,4500,2021/6/13,西山
版筑翠园,3室2厅,3200,2021/5/30,五华
西南海O区,3室2厅,3500,2021/6/8,西山
盛世领南,3居室,1400,2021/6/11,官渡
德润朗悦湾,1室0厅,1600,2021/6/11,盘龙
ME公寓,1室1厅,1800,2021/6/12,五华
丽水雅苑,2室2厅,2200,2021/6/11,盘龙
海伦国际塔林区,3室1厅,2300,2021/6/11,官渡
ME公寓,1室1厅,1800,2021/6/12,五华
远洋青云府,2室1厅,2000,2021/6/11,盘龙
中豪逸境花园,3室2厅,2100,2021/6/15,官渡
实力心城,1室1厅,1600,2021/6/12,呈贡
广电苑和园,3室2厅,1500,2021/6/12,呈贡
ME公寓,1室1厅,1800,2021/6/12,五华
昆明恒大云报华府,3室2厅,3300,2021/6/11,西山
蓝光天娇城,3室2厅,1600,2021/6/13,呈贡
彩云城星湾俊园,3室2厅,2100,2021/6/13,官渡
ME公寓,1室1厅,1600,2021/6/13,五华
万科魅力之城,3室1厅,1900,2021/6/13,官渡
昆明新城吾悦广场,1室1厅,1800,2021/6/12,五华
景秀庄园,3室2厅,3000,2021/6/15,五华
绿地东海岸,3室2厅,1800,2021/6/13,呈贡
润城十一区,2室1厅,3100,2021/6/14,西山
云岭盛世佳园,3室2厅,1300,2021/6/12,安宁
万科魅力之城,3室2厅,2200,2021/6/12,官渡
新希望观澜汇,3室2厅,4200,2021/6/13,西山
溪畔丽景,2室1厅,1900,2021/6/12,盘龙
万科中天翡翠,1室1厅,1900,2021/6/14,官渡
锦上园,2室2厅,1800,2021/6/15,五华
海伦国际柏林区,1室1厅,1800,2021/6/12,官渡
河畔俊园,2室1厅,1700,2021/6/12,官渡
碧桂园KCC云南映象,3室2厅,3200,2021/6/12,盘龙
摩玛艺术造城二期,3室2厅,3100,2021/6/12,盘龙
保利堂悦,4室2厅,3000,2021/6/14,官渡
怡园小区,1室0厅,5834,2021/6/14,官渡
碧桂园春城映象,3室2厅,2000,2021/6/12,五华
中豪悦城花园,3室2厅,1200,2021/6/12,官渡
时代俊园,4室2厅,1800,2021/6/12,呈贡
和谐世纪,1室1厅,1600,2021/6/14,五华
万科中天翡翠,1室1厅,1700,2021/6/13,官渡
天骄北麓,2室2厅,1400,2021/6/12,五华
万彩城,2室1厅,4000,2021/6/12,五华
滇池印象花园,3室2厅,2700,2021/6/13,西山
天骄北麓,2室2厅,1400,2021/6/15,五华
彩云城星湾俊园,3室2厅,2500,2021/6/12,官渡
长水航城,3室2厅,2000,2021/6/13,官渡
长水航城,3室2厅,1500,2021/6/14,官渡
昆明恒大云报华府,2室2厅,2400,2021/6/13,西山
蓝山数码,2室2厅,2000,2021/6/13,西山
和悦铭著,1室2厅,2200,2021/6/12,五华
新亚洲体育城星汇园,4室2厅,3500,2021/6/12,官渡
金星小区,3室2厅,1800,2021/6/12,盘龙
润城四区,3室2厅,4000,2021/6/15,西山
世纪半岛苹果谷,2室2厅,2700,2021/6/12,西山
昆明西山万达广场,2室1厅,12000,2021/6/12,西山
金安小区,3室2厅,2400,2021/6/12,盘龙
万科魅力之城,4室2厅,2500,2021/6/9,官渡
海伦国际布拉格公寓,2室1厅,2100,2021/6/7,官渡
裕沣园,2室2厅,1900,2021/6/11,五华
碧桂园KCC云南映象,4室2厅,4000,2021/6/12,盘龙
彩云城星湾俊园,3室2厅,2400,2021/6/6,官渡
碧桂园春城映象,2室1厅,1800,2021/6/5,五华
蓝光水岸公园,1室1厅,1200,2021/6/15,官渡
万辉星城紫薇堡,3室2厅,1400,2021/6/15,安宁
南亚风情第壹城星河苑,2室2厅,3400,2021/6/13,西山
北大资源博泰城,3室2厅,3000,2021/6/15,西山
奥宸橙郡一期,2室1厅,1800,2021/6/8,官渡
呈贡第七街区,2室0厅,2100,2021/6/15,呈贡
融创孔雀镇,1室0厅,1300,2021/6/4,呈贡
昆明融创文旅城,3室2厅,3800,2021/6/14,西山
万辉星城紫荆堡,3室2厅,1300,2021/5/21,安宁
昆明恒大名都,1室1厅,1700,2021/6/15,五华
润城五区,3室2厅,2200,2021/6/7,西山
蓝光天娇城,4室2厅,1500,2021/6/13,呈贡
七彩云南第壹城,2室2厅,2100,2021/5/30,呈贡
西城时代,3室2厅,2300,2021/5/17,五华
七彩云南第壹城,5室2厅,8000,2021/5/30,呈贡
丽景嘉园,3室2厅,1400,2021/6/1,安宁
顺城新月花园,3室2厅,3600,2021/6/7,五华
金星小区颐欣里,3室2厅,2000,2021/6/4,盘龙
金沙小区,2室2厅,1500,2021/6/8,盘龙
金尚俊园,1室1厅,2200,2021/6/8,盘龙
昆明有色冶金设计研究院,1室2厅,2000,2021/6/7,盘龙
万科魅力之城,2室1厅,2400,2021/6/9,官渡
博众花园,3室2厅,1800,2021/6/12,五华
金科阳光里,3室2厅,3650,2021/6/7,官渡
万科魅力之城,1室0厅,300,2021/5/20,官渡
中海龙泉公馆,3室2厅,2100,2021/6/5,五华
国福现代城,2室2厅,2300,2021/6/13,五华
万科魅力之城,1室1厅,2300,2021/6/9,官渡
新亚洲体育城星泽园,3室2厅,3500,2021/6/15,官渡
银海领域,3室2厅,4100,2021/6/10,官渡
北仓中营新村,3室2厅,2300,2021/6/15,五华
万科魅力之城,1室1厅,1900,2021/6/10,官渡
润城第二大道,1室1厅,2600,2021/6/12,西山
俊发城芙蓉苑,3室2厅,2900,2021/6/12,盘龙
昆明湖瑞园,2室2厅,1500,2021/6/9,盘龙
金科阳光里,2室2厅,2100,2021/6/11,官渡
天骄北麓,1室1厅,1300,2021/6/12,五华
金地兰亭广场,1室0厅,1700,2021/6/11,西山
西南海,1室1厅,1900,2021/5/27,西山
建工新城锦绣园,2室2厅,2000,2021/6/6,呈贡
滨江俊园,1室1厅,2100,2021/6/10,盘龙
馨逸雅筑小区,2室1厅,2400,2021/6/8,官渡
大塘二组新村,3室2厅,2000,2021/6/6,五华
云润天阳,2室2厅,2200,2021/6/8,盘龙
滇池俊府,3室2厅,5500,2021/6/7,官渡
荷塘月色,2室2厅,2600,2021/6/14,五华
远洋新干线,1室1厅,1500,2021/6/6,呈贡
登华街20号,2室0厅,1400,2021/6/13,五华
玫瑰湾小区,1室1厅,1700,2021/6/6,官渡
金色俊园,2室2厅,1800,2021/6/15,盘龙
北科建春城大观,2室2厅,2000,2021/6/9,官渡
万科大都会,3室2厅,3000,2021/6/6,官渡
河畔俊园,2室2厅,1700,2021/6/15,官渡
昆明恒大云报华府,3室2厅,3800,2021/6/6,西山
新亚洲体育城万景园,3室2厅,2100,2021/6/15,官渡
滨江俊园,1室1厅,2200,2021/6/10,盘龙
昙景花园,3室2厅,3300,2021/6/6,盘龙
万科中天翡翠,1室1厅,1850,2021/6/7,官渡
七彩云南第壹城,2室2厅,2300,2021/6/5,呈贡
七彩云南第壹城,3室2厅,3000,2021/6/14,呈贡
董家湾339号,1室1厅,1300,2021/6/6,官渡
远洋新干线,1室1厅,1300,2021/6/7,呈贡
广福城和福园,2室2厅,2100,2021/6/7,西山
世纪俊园,2室1厅,2500,2021/6/9,盘龙
金汁路309号,1室0厅,1600,2021/6/7,官渡
果林金谷,2室1厅,1600,2021/6/5,呈贡
双城际,1室1厅,2100,2021/6/7,官渡
绿地滇池国际健康城,3室2厅,1800,2021/6/6,呈贡
中梁博翠,3室2厅,1600,2021/6/5,安宁
万辉星城闲品阳光,2室2厅,1500,2021/6/12,安宁
融创海豚湾,2室1厅,2200,2021/6/5,五华
时代广场,4室2厅,7500,2021/6/7,西山
南华小区锦华苑,3室2厅,2500,2021/6/6,西山
金马腾苑,3室2厅,2000,2021/6/13,官渡
万科魅力之城,3室2厅,2500,2021/6/5,官渡
昆明恒大名都,3室1厅,2100,2021/6/13,五华
关育路16号院,2室1厅,1500,2021/6/14,官渡
沐春园,3室2厅,2000,2021/6/6,呈贡
滇池俊府,4室2厅,6000,2021/6/6,官渡
世纪俊园,3室2厅,4000,2021/6/8,盘龙
俊发城蔷薇苑,3室2厅,2400,2021/6/7,盘龙
碧桂园春城映象,2室2厅,1850,2021/6/9,五华
西南海,1室1厅,2050,2021/6/14,西山
招商雍景湾,7室3厅,25000,2021/6/15,官渡
荷塘月色,4室2厅,2800,2021/6/14,五华
美璟欣城,3室2厅,2400,2021/6/11,五华
昆明恒大云报华府,1居室,1200,2021/6/15,西山
呈贡第七街区,1室1厅,1900,2021/6/6,呈贡
华龙人家,2室2厅,1900,2021/6/8,五华
融创海豚湾,1室2厅,1800,2021/6/15,五华
花香满径,2室2厅,1700,2021/6/6,呈贡
融城春晓,2室2厅,2200,2021/6/13,官渡
涌鑫昆明之窗,1室1厅,1100,2021/6/13,呈贡
德润朗悦湾,2室2厅,1900,2021/6/15,盘龙
金马悦城,4室1厅,3200,2021/6/14,官渡
远洋新干线,1室1厅,1500,2021/6/13,呈贡
溪畔丽景,4室1厅,2500,2021/6/13,盘龙
银河中央,3室2厅,2600,2021/6/13,五华
世纪城沁春苑,4室2厅,3800,2021/6/13,官渡
广福城沁福园,2室2厅,2100,2021/6/14,西山
和谐世纪,1室1厅,2000,2021/6/14,五华
金马悦城,3室2厅,2500,2021/6/15,官渡
泛亚城邦,4室2厅,2000,2021/6/15,呈贡
彩云城星湾俊园,3室2厅,2200,2021/6/15,官渡
蓝光天娇城,3室1厅,1400,2021/6/15,呈贡
润城,2室1厅,2200,2021/6/14,西山
东骧神骏,3室2厅,3000,2021/6/14,官渡
万彩城,2室2厅,2000,2021/6/13,五华
天骄北麓,3室2厅,1800,2021/6/15,五华
天润康园,4室2厅,1300,2021/6/13,呈贡
金色半岛,5室2厅,8400,2021/6/13,安宁
百大国际派,1室1厅,1200,2021/6/14,五华
呈贡第七街区,1室1厅,1500,2021/6/14,呈贡
涌鑫昆明之窗,1室1厅,1100,2021/6/13,呈贡
招商海公馆,3室1厅,3300,2021/6/14,官渡
蓝光天娇城,2室1厅,1200,2021/6/13,呈贡
融创孔雀镇,1室1厅,1500,2021/6/13,呈贡
保利大家,1室1厅,1800,2021/6/13,五华
天骄北麓,2室1厅,1600,2021/6/14,五华
天骄北麓,1室0厅,1200,2021/6/13,五华
和悦铭著,2室1厅,2000,2021/6/15,五华
富春大厦,1室0厅,4000,2021/6/10,五华
端仕街54号,2室2厅,2300,2021/6/15,五华
呈贡第七街区,1室1厅,1300,2021/6/15,呈贡
滇池俊府,3室2厅,5600,2021/6/9,官渡
禧瑞都,3室2厅,2600,2021/5/17,盘龙
世纪城探春苑,3室2厅,2700,2021/6/8,官渡
滇池明珠广场,2室2厅,2350,2021/6/10,呈贡
昆明湖瑞园,3室2厅,1500,2021/6/13,盘龙
翠湖南路8号,3室2厅,3920,2021/6/9,五华
七彩云南第壹城,1室2厅,1700,2021/6/15,呈贡
都铎城邦9号院,3室2厅,2200,2021/5/17,官渡
融创春风十里御风苑,4室2厅,3500,2021/6/15,五华
西南海,3室2厅,3300,2021/6/10,西山
广电苑义园,3室2厅,1300,2021/5/29,呈贡
七彩云南古滇名城,2室2厅,2000,2021/6/10,晋宁
关岭路77号,3室2厅,1600,2021/6/3,官渡
天宇澜山,4室2厅,1200,2021/6/9,盘龙
阳光公寓,3室2厅,3000,2021/6/15,官渡
中豪悦城花园,3室2厅,1600,2021/6/8,官渡
俊发城金盏苑,3室1厅,2000,2021/5/24,盘龙
田坝区,2室2厅,1390,2021/5/27,五华
七彩云南古滇名城,2室2厅,1900,2021/6/11,晋宁
如安街9号院,3室2厅,2600,2021/6/13,五华
江东小康城,2室2厅,2200,2021/5/28,五华
彩云城澜湾俊园,3室2厅,2000,2021/6/14,官渡
百大白龙潭紫岫院,3室2厅,2000,2021/5/17,呈贡
万科魅力之城,3室2厅,2800,2021/6/7,官渡
昆明新城吾悦广场,1室1厅,2000,2021/6/9,五华
万科魅力之城,1室0厅,360,2021/5/21,官渡
和馨苑,3室2厅,2500,2021/6/4,官渡
红星紫郡,2室2厅,2200,2021/6/10,西山
蓝光水岸公园,1室1厅,1400,2021/6/5,官渡
南亚风情第壹城星河苑,3室2厅,7500,2021/6/13,西山
润城,3室2厅,2500,2021/6/15,西山
蓝光水岸公园,1室1厅,2000,2021/6/5,官渡
天宇澜山,3室2厅,2500,2021/6/10,盘龙
翡翠湾,3室2厅,4000,2021/6/8,盘龙
云南省公路局小区,4室2厅,2600,2021/6/8,官渡
康泰苑小区,5室2厅,8000,2021/6/10,西山
中豪锦苑花园,3室2厅,2000,2021/6/8,官渡
日新粤寓,1室1厅,1200,2021/6/7,官渡
双城际,1室1厅,1700,2021/5/20,官渡
西园花园,3室2厅,4500,2021/6/9,五华
昊鑫望湖城,2室2厅,3600,2021/6/13,五华
滇池卫城紫郢,2室1厅,12500,2021/6/10,西山
万科魅力之城,3室2厅,3500,2021/6/14,官渡
万科金域国际,1室0厅,2200,2021/5/30,五华
正大紫都城,2室2厅,2100,2021/6/9,五华
中海学府路8号,2室2厅,2600,2021/6/4,五华
空间俊园,1室0厅,2650,2021/5/26,五华
滇池卫城蓝港,4室2厅,12500,2021/6/13,西山
西城时代菁雅苑,2室1厅,1800,2021/6/15,五华
七彩云南第壹城,2室1厅,2000,2021/6/5,呈贡
龙园豪宅,3室1厅,8333,2021/5/30,五华
听涛雅苑,3室1厅,4400,2021/5/20,西山
中国滇池花田国际度假区,4室2厅,4500,2021/5/21,呈贡
登华街烟厂宿舍,4室2厅,3190,2021/6/12,五华
海运花园,3室2厅,2500,2021/6/8,官渡
翡翠湾,3室2厅,3050,2021/6/13,盘龙
万科公园里,3室2厅,2300,2021/6/10,官渡
金马悦城,1居室,1216,2021/6/3,官渡
长水航城,3室2厅,1400,2021/6/8,官渡
昆明西山万达广场,2室1厅,7000,2021/6/15,西山
红星天铂,4室2厅,2800,2021/6/5,官渡
天泽园,5室2厅,5500,2021/6/11,西山
德惠小区,2室2厅,1300,2021/6/13,盘龙
中豪悦城花园,4室2厅,3000,2021/6/4,官渡
七彩云南第壹城,3室1厅,3500,2021/6/9,呈贡
ME公寓,1室1厅,1600,2021/6/9,五华
甲壳城市,1室1厅,1500,2021/6/10,西山
时代风华2期,4室2厅,3600,2021/6/5,西山
未名城A3地块,3室2厅,2500,2021/6/4,西山
昆明新城吾悦广场,1室1厅,1800,2021/6/4,五华
长水航城,3室2厅,1500,2021/6/8,官渡
瑞鼎城,3室2厅,2800,2021/6/9,盘龙
未名城A8地块,3室2厅,2500,2021/6/13,西山
星都国际总部基地,9室9厅,20000,2021/6/15,官渡
彩云城澜湾俊园,3室2厅,2100,2021/6/8,官渡
新亚洲体育城星泽园,1居室,800,2021/6/13,官渡
俊发盛唐城,1室1厅,1600,2021/6/4,盘龙
金色俊园,2室2厅,1900,2021/6/15,盘龙
万科魅力之城,3室2厅,2600,2021/6/10,官渡
文化空间,3室2厅,3400,2021/6/6,西山
俊发湾流海,2室2厅,2000,2021/6/10,官渡
海伦国际依云郡,3室2厅,3000,2021/6/13,官渡
东麓锦苑,2室1厅,1200,2021/6/4,官渡
万科500里,3室2厅,3200,2021/6/7,官渡
东信中心城,1室1厅,1300,2021/6/4,呈贡
保利大家,2室2厅,2000,2021/6/10,五华
云岭星河庄园,2室2厅,2500,2021/6/4,官渡
滇池卫城锦尚,4室2厅,3700,2021/6/1,西山
海伦国际塔林区,2室2厅,2600,2021/6/4,官渡
西城林语,3室2厅,1800,2021/5/25,五华
银德香榭丽园,3室2厅,2600,2021/6/7,西山
俊发九夏云水,1室0厅,350,2021/6/10,西山
鼎易天城,3室2厅,3500,2021/6/5,五华
万科金域缇香,2室2厅,3000,2021/6/14,盘龙
昆明广场上北区,2室2厅,3000,2021/6/8,盘龙
海伦国际布拉格公寓,2室1厅,2300,2021/6/13,官渡
金科江湖海,4室2厅,1800,2021/6/9,官渡
山海湾,3室2厅,6500,2021/6/7,官渡
俊发盛唐城,3室2厅,2100,2021/6/13,盘龙
兴景逸园,4室2厅,2400,2021/6/13,呈贡
长水航城,5室2厅,7000,2021/6/10,官渡
俊发观云海云悠苑,3室2厅,3500,2021/5/24,官渡
红星天铂,3室2厅,1850,2021/6/6,官渡
小城故事B座,2室1厅,2300,2021/6/12,盘龙
招商海公馆,4室2厅,5888,2021/5/18,官渡
昆华苑,4室2厅,1900,2021/6/4,安宁
金地九樾,1室0厅,300,2021/6/14,西山
七彩云南古滇名城,2室2厅,1400,2021/6/8,晋宁
中南碧桂园樾府,3室2厅,2000,2021/6/2,官渡
时代贸港,1室1厅,1000,2021/6/12,安宁
海运花园,3室2厅,2400,2021/6/15,官渡
建工新城锦绣园,4室2厅,1500,2021/6/5,呈贡
万科银海泊岸,3室2厅,2000,2021/6/9,西山
东骧神骏,3室2厅,2400,2021/6/4,官渡
永安苑,3室2厅,2500,2021/5/27,官渡
银海尚御,2室1厅,2800,2021/6/15,官渡
碧桂园玺台,3室2厅,2600,2021/5/28,五华
滇池俊府,4室2厅,5000,2021/6/10,官渡
碧桂园北城映象,3室2厅,2300,2021/6/8,盘龙
龙江雅苑,1室0厅,900,2021/6/6,盘龙
世纪俊园,1室1厅,2100,2021/6/8,盘龙
福发路27号,2室1厅,1500,2021/6/1,官渡
云南印象城,3室2厅,2600,2021/6/13,官渡
南屏时代大厦,1室1厅,5000,2021/5/30,五华
广电苑一期智园,4室2厅,1500,2021/6/1,呈贡
未名城A3地块,3室2厅,2500,2021/6/6,西山
彼岸一区,3室1厅,3000,2021/6/11,官渡
欣和居,5室2厅,3900,2021/6/13,西山
江东花城,3室2厅,2200,2021/6/8,盘龙
星雅俊园,3室2厅,3800,2021/6/15,盘龙
别样幸福城佳美苑,4室2厅,3000,2021/6/15,官渡
大东新村,3室1厅,1800,2021/6/15,盘龙
滇和家园,2室2厅,1000,2021/6/15,安宁
中海龙泉公馆,3室2厅,2700,2021/6/15,五华
省博物馆,1室1厅,1500,2021/6/15,五华
东泰花园一区,3室2厅,3200,2021/6/15,官渡
融创孔雀镇,1室1厅,1400,2021/6/15,呈贡
万科金域缇香,2室2厅,2400,2021/6/15,盘龙
万科魅力之城,3室1厅,2700,2021/6/15,官渡
实力心城,1室1厅,1500,2021/6/15,呈贡
千禧龙庭,3室2厅,3000,2021/6/15,西山
彼岸一区,3室2厅,2500,2021/6/16,官渡
融创海豚湾,2室1厅,1900,2021/6/15,五华
实力心城,1室1厅,1800,2021/6/16,呈贡
实力心城,1室1厅,1750,2021/6/4,呈贡
呈贡第七街区,1室1厅,900,2021/6/8,呈贡
碧桂园KCC云南映象,4室2厅,3800,2021/6/4,盘龙
实力心城,1室1厅,2100,2021/6/4,呈贡
建工新城锦绣园,3室2厅,1800,2021/6/5,呈贡
蓝光天娇城,3室2厅,1300,2021/6/5,呈贡
西南海,2室2厅,2200,2021/6/15,西山
蓝光天娇城,3室2厅,1400,2021/6/12,呈贡
花香满径,3室2厅,2000,2021/6/5,呈贡
宁湖九号香缇花园,2室1厅,1200,2021/6/5,安宁
北大资源博泰城,1室1厅,1800,2021/6/5,西山
鑫苑小区,3室2厅,2300,2021/6/5,五华
俊发盛唐城,1室1厅,1600,2021/6/15,盘龙
新亚洲体育城星汇园,4室2厅,2600,2021/6/15,官渡
石井小区,2室1厅,2200,2021/6/11,官渡
西城时代韶华苑,3室1厅,2100,2021/6/5,五华
